,,,,,,,
survey_id,age,occur_date,date_granted,signup_date,link_click_date,location,credit_type
24334,20.13,19 January 2023 09:15,17 January 2023 23:29,17 January 2023 23:21,17 January 2023 23:21,Online,Participated
25350,21.3,19 January 2023 09:15,18 January 2023 23:41,16 January 2023 13:14,17 January 2023 11:21,Online,Participated
25355,20.42,19 January 2023 09:15,16 January 2023 11:21,16 January 2023 11:11,16 January 2023 11:11,Online,Participated
24350,20.03,19 January 2023 09:15,17 January 2023 12:53,17 January 2023 10:28,17 January 2023 12:42,Online,Participated
25373,19.21,19 January 2023 09:15,17 January 2023 13:23,17 January 2023 09:54,17 January 2023 09:54,Online,Participated
24360,20.4,19 January 2023 09:15,16 January 2023 10:35,16 January 2023 10:23,16 January 2023 10:23,Online,Participated
25374,20.52,19 January 2023 09:15,17 January 2023 10:42,17 January 2023 10:32,17 January 2023 10:33,Online,Participated
25385,19.54,19 January 2023 09:15,18 January 2023 18:35,18 January 2023 18:19,18 January 2023 18:19,Online,Participated
24370,21.49,19 January 2023 09:15,17 January 2023 12:06,17 January 2023 09:31,17 January 2023 11:54,Online,Participated
24371,21.52,19 January 2023 09:15,17 January 2023 11:50,17 January 2023 11:40,17 January 2023 11:40,Online,Participated
25399,19.99,19 January 2023 09:15,17 January 2023 17:35,17 January 2023 17:20,17 January 2023 17:21,Online,Participated
24376,19.8,19 January 2023 09:15,17 January 2023 18:12,17 January 2023 18:02,17 January 2023 18:02,Online,Participated
24441,20.5,19 January 2023 09:15,18 January 2023 19:56,16 January 2023 15:48,16 January 2023 15:48,Online,Participated
25405,19.54,19 January 2023 09:15,17 January 2023 15:57,16 January 2023 19:40,16 January 2023 20:36,Online,Participated
25407,19.77,19 January 2023 09:15,16 January 2023 17:22,16 January 2023 17:04,16 January 2023 17:05,Online,Participated
24383,20.55,19 January 2023 09:15,18 January 2023 08:57,16 January 2023 17:08,18 January 2023 08:50,Online,Participated
24387,19.87,19 January 2023 09:15,18 January 2023 20:05,17 January 2023 17:57,18 January 2023 19:57,Online,Participated
25420,19.27,19 January 2023 09:15,16 January 2023 13:08,16 January 2023 12:50,16 January 2023 12:50,Online,Participated
25697,19.58,24 January 2023 09:30,23 January 2023 02:49,22 January 2023 17:38,23 January 2023 02:38,Online,Participated
25191,19.65,24 January 2023 09:30,20 January 2023 14:37,20 January 2023 14:26,20 January 2023 14:26,Online,Participated
25192,20.53,24 January 2023 09:30,20 January 2023 14:14,20 January 2023 14:07,20 January 2023 14:07,Online,Participated
25425,18.89,24 January 2023 09:30,20 January 2023 22:55,20 January 2023 22:42,20 January 2023 22:42,Online,Participated
24189,20.5,24 January 2023 09:30,21 January 2023 15:56,20 January 2023 18:44,21 January 2023 15:48,Online,Participated
24192,20.18,24 January 2023 09:30,20 January 2023 23:19,20 January 2023 23:10,20 January 2023 23:10,Online,Participated
25206,19.93,24 January 2023 09:30,21 January 2023 15:52,21 January 2023 15:35,21 January 2023 15:35,Online,Participated
24199,21.13,24 January 2023 09:30,23 January 2023 19:17,23 January 2023 19:03,23 January 2023 19:08,Online,Participated
24124,20.6,24 January 2023 09:30,24 January 2023 09:42,21 January 2023 17:54,21 January 2023 17:54,Online,Participated
24204,21.1,24 January 2023 09:30,23 January 2023 23:58,22 January 2023 00:20,23 January 2023 23:52,Online,Participated
24208,21.17,24 January 2023 09:30,23 January 2023 12:32,21 January 2023 23:04,23 January 2023 12:17,Online,Participated
24210,21.63,24 January 2023 09:30,21 January 2023 15:26,21 January 2023 15:08,21 January 2023 15:16,Online,Participated
24212,21.45,24 January 2023 09:30,23 January 2023 18:18,23 January 2023 18:11,23 January 2023 18:11,Online,Participated
24216,20.71,24 January 2023 09:30,24 January 2023 07:58,22 January 2023 10:37,24 January 2023 07:48,Online,Participated
24130,19.99,24 January 2023 09:30,22 January 2023 12:32,22 January 2023 12:21,22 January 2023 12:21,Online,Participated
24228,20.15,24 January 2023 09:30,23 January 2023 23:26,20 January 2023 20:52,23 January 2023 23:20,Online,Participated
24132,27.69,24 January 2023 09:30,19 January 2023 20:02,19 January 2023 19:53,19 January 2023 19:53,Online,Participated
24237,20.26,24 January 2023 09:30,23 January 2023 15:57,23 January 2023 15:34,23 January 2023 15:41,Online,Participated
24238,20.38,24 January 2023 09:30,23 January 2023 12:55,20 January 2023 00:44,23 January 2023 12:48,Online,Participated
24239,20.21,24 January 2023 09:30,22 January 2023 14:13,22 January 2023 13:55,22 January 2023 13:55,Online,Participated
24246,21.43,24 January 2023 09:30,23 January 2023 12:54,23 January 2023 12:40,23 January 2023 12:43,Online,Participated
24247,20.71,24 January 2023 09:30,20 January 2023 10:35,20 January 2023 10:23,20 January 2023 10:23,Online,Participated
24250,28.02,24 January 2023 09:30,23 January 2023 18:27,21 January 2023 11:33,21 January 2023 11:33,Online,Participated
24253,20.32,24 January 2023 09:30,23 January 2023 23:32,20 January 2023 10:07,23 January 2023 23:21,Online,Participated
24270,23.78,24 January 2023 09:30,20 January 2023 18:15,20 January 2023 18:04,20 January 2023 18:04,Online,Participated
25288,19.52,24 January 2023 09:30,21 January 2023 17:07,21 January 2023 16:56,21 January 2023 16:56,Online,Participated
24283,21.06,24 January 2023 09:30,22 January 2023 14:29,22 January 2023 14:22,22 January 2023 14:22,Online,Participated
24285,20.09,24 January 2023 09:30,20 January 2023 16:08,19 January 2023 21:24,20 January 2023 15:56,Online,Participated
25728,18.84,24 January 2023 09:30,23 January 2023 17:43,23 January 2023 17:33,23 January 2023 17:33,Online,Participated
25297,28.58,24 January 2023 09:30,21 January 2023 13:15,20 January 2023 18:29,21 January 2023 12:58,Online,Participated
24290,20.65,24 January 2023 09:30,20 January 2023 09:22,20 January 2023 09:13,20 January 2023 09:13,Online,Participated
25733,19.33,24 January 2023 09:30,23 January 2023 22:27,22 January 2023 23:08,22 January 2023 23:08,Online,Participated
25302,18.92,24 January 2023 09:30,23 January 2023 23:59,22 January 2023 10:45,23 January 2023 23:48,Online,Participated
25829,22.76,24 January 2023 09:30,23 January 2023 12:13,23 January 2023 11:41,23 January 2023 12:04,Online,Participated
25738,19.71,24 January 2023 09:30,23 January 2023 18:31,23 January 2023 16:34,23 January 2023 17:30,Online,Participated
25311,18.94,24 January 2023 09:30,23 January 2023 16:04,23 January 2023 15:46,23 January 2023 15:46,Online,Participated
24315,20.67,24 January 2023 09:30,20 January 2023 09:40,20 January 2023 09:23,20 January 2023 09:30,Online,Participated
24149,20.05,24 January 2023 09:30,22 January 2023 19:07,22 January 2023 18:46,22 January 2023 18:50,Online,Participated
25325,18.99,24 January 2023 09:30,22 January 2023 19:00,22 January 2023 18:48,22 January 2023 18:48,Online,Participated
24395,20.59,24 January 2023 09:30,20 January 2023 16:55,20 January 2023 16:29,20 January 2023 16:43,Online,Participated
25445,19.45,24 January 2023 09:30,20 January 2023 16:48,20 January 2023 16:38,20 January 2023 16:38,Online,Participated
24355,20.49,24 January 2023 09:30,23 January 2023 18:10,21 January 2023 15:37,22 January 2023 17:29,Online,Participated
25380,18.78,24 January 2023 09:30,20 January 2023 21:21,20 January 2023 20:04,20 January 2023 21:13,Online,Participated
25389,19.22,24 January 2023 09:30,20 January 2023 22:57,20 January 2023 22:48,20 January 2023 22:48,Online,Participated
24159,20.78,24 January 2023 09:30,22 January 2023 18:26,22 January 2023 18:17,22 January 2023 18:17,Online,Participated
25401,19.05,24 January 2023 09:30,23 January 2023 06:05,23 January 2023 05:53,23 January 2023 05:53,Online,Participated
25409,19.98,24 January 2023 09:30,22 January 2023 13:28,22 January 2023 13:20,22 January 2023 13:20,Online,Participated
24381,20.84,24 January 2023 09:30,21 January 2023 19:11,19 January 2023 18:50,19 January 2023 18:50,Online,Participated
25769,18.9,24 January 2023 09:30,21 January 2023 15:36,20 January 2023 14:14,21 January 2023 15:25,Online,Participated
25417,19.4,24 January 2023 09:30,22 January 2023 13:33,22 January 2023 13:21,22 January 2023 13:21,Online,Participated
24392,20.18,24 January 2023 09:30,23 January 2023 14:14,22 January 2023 17:10,23 January 2023 12:56,Online,Participated
